"";"Horodateur";"Gender";"Age";"Country";"Highest level of education attained";"Have you ever been diving or snorkeling?";"How would you evaluate your knowledge of coral reefs?";"Do you have problems with color perception?";"If you wish to exercise your right of withdrawal, please contact Gita ALISA gitaalisa0808@gmail.com with the following code :"
"527";2023-05-22;"Female";31;"Netherlands Antilles";"Associate's and/or Bachelor's degree";"Both diving and snorkeling";"Low";"No";"C_15_judge_92bbe7481372888bdae358fd30b5db48"
"528";2023-05-22;"Female";24;"Indonesia";"High school graduate";"Only snorkeling";"Good";"No";"C_15_judge_c34080d3cbba45cf207263e8f0231382"
"529";2023-05-22;"Male";56;"Italy";"None";"Never";"Poor";"No";"C_15_judge_fe60194179854b99d15927a80143ef0c"
"530";2023-05-22;"Female";44;"Germany";"Doctoral or Professional degree";"Only snorkeling";"Poor";"No";"C_15_judge_cb9cb9919d35a738a3321693378c6de8"
"531";2023-05-22;"Male";34;"Netherlands";"Associate's and/or Bachelor's degree";"Both diving and snorkeling";"Excellent";"No";"C_15_judge_97cd6dca07652a756d6b9204313b83e8"
"532";2023-05-22;"Female";38;"United Kingdom";"Associate's and/or Bachelor's degree";"Both diving and snorkeling";"Average";"No";"C_15_judge_0fbac6621507064f1278660b17ed2c22"
"533";2023-05-22;"Female";25;"Italy";"Associate's and/or Bachelor's degree";"Never";"Average";"No";"C_15_judge_4e1029d7516badb3445848a184debfff"
"534";2023-05-22;"Male";24;"United Kingdom";"Master's degree";"Both diving and snorkeling";"Good";"No";"C_15_judge_7aa8ba932c0a9efc9d60d37bc21bd759"
"535";2023-05-22;"Female";22;"United Kingdom";"Associate's and/or Bachelor's degree";"Never";"Average";"No";"C_15_judge_2f8f022bd89dad24d50232cc40e91fc7"
"536";2023-05-22;"Male";30;"United Kingdom";"Associate's and/or Bachelor's degree";"Both diving and snorkeling";"Good";"Yes";"C_15_judge_d6091d799182042764441e8babeb3c58"
"537";2023-05-22;"Male";54;"United Kingdom";"Associate's and/or Bachelor's degree";"Both diving and snorkeling";"Good";"No";"C_15_judge_036f311ac37c0227f1b4855131ab1f94"
"538";2023-05-22;"Female";42;"United Kingdom";"Master's degree";"Never";"Poor";"No";"C_15_judge_206e407b5b2653c5cf28188b04f9a078"
"539";2023-05-22;"Male";53;"Indonesia";"Associate's and/or Bachelor's degree";"Both diving and snorkeling";"Excellent";"No";"C_15_judge_b70a3de42f59951e01ef40dae500bec9"
"540";2023-05-22;"Female";23;"United States";"Associate's and/or Bachelor's degree";"Both diving and snorkeling";"Average";"No";"C_15_judge_3faec1d8bfa32a32e1f360d781a8a3af"
"541";2023-05-22;"Female";30;"United States";"Master's degree";"Both diving and snorkeling";"Good";"No";"C_15_judge_a771f33587f79b8f53437a6eddea3e8b"
"542";2023-05-22;"Female";26;"United Kingdom";"Master's degree";"Both diving and snorkeling";"Excellent";"No";"C_15_judge_c25ac1d4d87c8e2c270dc428e697b1d4"
"543";2023-05-22;"Female";42;"United States";"Master's degree";"Only snorkeling";"Poor";"No";"C_15_judge_9af0a63087f8d957b90659dfb88376c7"
"544";2023-05-22;"Male";45;"Oman";"Doctoral or Professional degree";"Only snorkeling";"Good";"No";"C_15_judge_3aa7352e1f0f1eadbc90528001d829c6"
"545";2023-05-22;"Male";27;"United Kingdom";"Doctoral or Professional degree";"Both diving and snorkeling";"Average";"No";"C_15_judge_47aa254f485b6975bdc719763a0f8d9f"
"546";2023-05-22;"Female";38;"United Kingdom";"Associate's and/or Bachelor's degree";"Only snorkeling";"Average";"No";"C_15_judge_a02f8cf10d745def4a3bad59c792a670"
"547";2023-05-22;"Female";24;"United States";"Associate's and/or Bachelor's degree";"Both diving and snorkeling";"Good";"No";"C_15_judge_2e2742a715e38de690b043a28246fce3"
"548";2023-05-22;"Female";27;"Italy";"Associate's and/or Bachelor's degree";"Both diving and snorkeling";"Good";"No";"C_15_judge_f23bae193777ca7d282cc20620bc7243"
"549";2023-05-22;"Female";37;"France";"High school graduate";"Both diving and snorkeling";"Low";"No";"C_15_judge_11304a2334b504163a9b403ce406b670"
"550";2023-05-22;"Female";29;"France";"Doctoral or Professional degree";"Both diving and snorkeling";"Good";"No";"C_15_judge_3f9dc0da5de292eb14d284ead11870c0"
"551";2023-05-22;"Female";29;"United Kingdom";"Master's degree";"Both diving and snorkeling";"Average";"No";"C_15_judge_4cdc9bc180ad23689093aa78ec36e08c"
"552";2023-05-22;"Female";28;"France";"Doctoral or Professional degree";"Both diving and snorkeling";"Good";"No";"C_15_judge_eb6f13220b833a98f59d644ac32b4b13"
"553";2023-05-22;"Female";22;"Barbados";"Associate's and/or Bachelor's degree";"Both diving and snorkeling";"Excellent";"No";"C_15_judge_93b7fd24493f2452d4acdcc656e61b11"
"554";2023-05-22;"Female";22;"Italy";"Master's degree";"Both diving and snorkeling";"Poor";"No";"C_15_judge_7f072281458a23eccbf5e3215525b87a"
"555";2023-05-22;"Female";22;"United Kingdom";"Master's degree";"Both diving and snorkeling";"Average";"No";"C_15_judge_dba9bb3fbf07509ff759d14f66d1dc26"
"556";2023-05-22;"Female";24;"Italy";"Master's degree";"Both diving and snorkeling";"Average";"No";"C_15_judge_be99a457dfbf573de7d94f770f7509b3"
"557";2023-05-22;"Female";30;"United Kingdom";"Master's degree";"Both diving and snorkeling";"Good";"No";"C_15_judge_8bc968de0949c0e537daa5df38e09322"
"558";2023-05-22;"Other";99;"Andorra";"None";"Never";"Excellent";"No";"C_15_judge_1a47d9574734b0dac5976269c97fdc58"
"559";2023-05-22;"Female";38;"United States";"Associate's and/or Bachelor's degree";"Only snorkeling";"Low";"No";"C_15_judge_881a1e4af20084d377bcfda860a35104"
"560";2023-05-22;"Female";25;"United Kingdom";"Master's degree";"Only snorkeling";"Low";"No";"C_15_judge_1b93803e85df3c484380c2a93e3aee2f"
"561";2023-05-22;"Male";30;"United Kingdom";"Master's degree";"Both diving and snorkeling";"Excellent";"No";"C_15_judge_7ba9ed5123c25c68cc010c59d5871bfd"
"562";2023-05-22;"Male";50;"United Kingdom";"Associate's and/or Bachelor's degree";"Both diving and snorkeling";"Average";"No";"C_15_judge_6294cb6e8d564b2c2e04e2c3205ad92b"
"563";2023-05-23;"Female";72;"Netherlands";"Professional certificate";"Both diving and snorkeling";"Good";"No";"C_15_judge_89f14c67aeef275cb69764429566af2e"
"564";2023-05-23;"Female";58;"United Kingdom";"Associate's and/or Bachelor's degree";"Only snorkeling";"Low";"No";"C_15_judge_2e1b9af5d5397c41520b321b0eb7412b"
"565";2023-05-23;"Female";29;"Spain";"Master's degree";"Both diving and snorkeling";"Good";"No";"C_15_judge_13632ffd844214e7db1bc1aa49b84e70"
"566";2023-05-23;"Male";38;"France";"Master's degree";"Both diving and snorkeling";"Average";"No";"C_15_judge_32b5ec87ab0978a57c09025f232a9bfa"
"567";2023-05-23;"Female";50;"Australia";"Doctoral or Professional degree";"Both diving and snorkeling";"Excellent";"No";"C_15_judge_48224d60f8a24b2ece5f467a8bc85a18"
"568";2023-05-23;"Female";48;"United States";"Master's degree";"Both diving and snorkeling";"Good";"No";"C_15_judge_82d2b7dd50dee15022f771c721f54b90"
"569";2023-05-23;"Male";26;"France";"Master's degree";"Both diving and snorkeling";"Good";"No";"C_15_judge_82f6d9d645085415c7e231ca57542ecb"
"570";2023-05-23;"Female";29;"Cambodia";"Master's degree";"Both diving and snorkeling";"Excellent";"No";"C_15_judge_fa173b3878e476bfba3465fd8243f9db"
"571";2023-05-23;"Male";44;"United Kingdom";"Associate's and/or Bachelor's degree";"Both diving and snorkeling";"Good";"No";"C_15_judge_52f93d02a936602788622c17ce9e866f"
"572";2023-05-23;"Female";24;"Indonesia";"Associate's and/or Bachelor's degree";"Never";"Poor";"No";"C_15_judge_ec7a55371f07bc5e4023a23962bc2d37"
"573";2023-05-23;"Female";25;"Indonesia";"Associate's and/or Bachelor's degree";"Never";"Poor";"No";"C_15_judge_73fe9c4bee45899fd7f2843cb26a455d"
"574";2023-05-23;"Female";24;"Indonesia";"Associate's and/or Bachelor's degree";"Never";"Low";"No";"C_15_judge_fc2e26a33c8088c2db6c8501aa9f17a9"
"575";2023-05-23;"Male";43;"United States";"Master's degree";"Both diving and snorkeling";"Excellent";"No";"C_15_judge_7e8efbf0a5e7fd5196567cd89ae16d0a"
"576";2023-05-23;"Female";34;"Seychelles";"Master's degree";"Only snorkeling";"Average";"No";"C_15_judge_dc9750185100bbb71df6bd7dec33946e"
"577";2023-05-23;"Male";23;"Indonesia";"Associate's and/or Bachelor's degree";"Both diving and snorkeling";"Good";"No";"C_15_judge_fecf5094c1a62b72e406e0224b1d7f7f"
"578";2023-05-23;"Female";36;"Australia";"Doctoral or Professional degree";"Both diving and snorkeling";"Excellent";"No";"C_15_judge_9ad111c80b30d666316acedae94d1d6c"
"579";2023-05-23;"Female";31;"Switzerland";"Master's degree";"Only snorkeling";"Low";"No";"C_15_judge_54ce59b58b8641190dfb42297aab928f"
"580";2023-05-23;"Female";29;"France";"Doctoral or Professional degree";"Both diving and snorkeling";"Low";"No";"C_15_judge_df2565f3a2955b22397122310559425d"
"581";2023-05-23;"Female";22;"United States";"Associate's and/or Bachelor's degree";"Only diving";"Average";"No";"C_15_judge_7ca191c31de7e327ddb74c272d718872"
"582";2023-05-23;"Male";25;"United Kingdom";"Associate's and/or Bachelor's degree";"Both diving and snorkeling";"Good";"No";"C_15_judge_e7b95b2731d271a0907d7b8daa88bcf5"
"583";2023-05-23;"Female";31;"United States";"Associate's and/or Bachelor's degree";"Both diving and snorkeling";"Excellent";"No";"C_15_judge_5adf887ec5e0b8a5ce93977c45aaf37e"
"584";2023-05-23;"Female";37;"Oman";"Master's degree";"Both diving and snorkeling";"Excellent";"No";"C_15_judge_fae395492bd24387d567798433303959"
"585";2023-05-23;"Female";44;"United Kingdom";"Master's degree";"Both diving and snorkeling";"Excellent";"No";"C_15_judge_d4bff80fef8c7ad4f66dbf459aa0889c"
"586";2023-05-23;"Female";25;"France";"Master's degree";"Never";"Low";"No";"C_15_judge_badffb04663d0c329228415173698d8a"
"587";2023-05-23;"Female";40;"Oman";"High school graduate";"Both diving and snorkeling";"Good";"No";"C_15_judge_4c1ad4744546db0f7d9b8f33b3a53fd4"
"588";2023-05-23;"Female";48;"United Kingdom";"Associate's and/or Bachelor's degree";"Only snorkeling";"Poor";"No";"C_15_judge_9639a28c069f0e87b26141a887e8bfd7"
"589";2023-05-23;"Male";43;"Philippines";"Associate's and/or Bachelor's degree";"Both diving and snorkeling";"Excellent";"No";"C_15_judge_81efa2e9fa6bb305a9e4624b0c49ab54"
"590";2023-05-23;"Female";57;"Oman";"Associate's and/or Bachelor's degree";"Both diving and snorkeling";"Low";"No";"C_15_judge_a69bb64c7dd705c57f074eb9274ef598"
"591";2023-05-23;"Female";52;"Oman";"Doctoral or Professional degree";"Both diving and snorkeling";"Average";"No";"C_15_judge_f3d8e61e52238b495f87ceb65a0643b6"
"592";2023-05-23;"Female";36;"Seychelles";"Master's degree";"Both diving and snorkeling";"Excellent";"No";"C_15_judge_90bde97b0de63114a469df9508c97208"
"593";2023-05-23;"Male";26;"Zambia";"Master's degree";"Only snorkeling";"Good";"No";"C_15_judge_2c54cd998709f3b0fb5a2ac8f4e65a50"
"594";2023-05-23;"Other";47;"Oman";"Master's degree";"Both diving and snorkeling";"Good";"No";"C_15_judge_42de529971ef9acabd39bf7e3cc7e24b"
"595";2023-05-23;"Female";28;"United Kingdom";"Master's degree";"Both diving and snorkeling";"Excellent";"No";"C_15_judge_47db4bea2834219fe6cbe90cddfad5d9"
"596";2023-05-23;"Male";33;"France";"Doctoral or Professional degree";"Only snorkeling";"Poor";"No";"C_15_judge_cf69f2f238e21002bf4b9cf02e7f6cfe"
"597";2023-05-23;"Female";42;"United Kingdom";"Doctoral or Professional degree";"Only snorkeling";"Poor";"No";"C_15_judge_38f42c34a5bd3352c4a32b9c3d570a81"
"598";2023-05-23;"Male";32;"United Kingdom";"High school graduate";"Both diving and snorkeling";"Low";"No";"C_15_judge_2e53d51f8b833716ab81670e12fc1ecc"
"599";2023-05-23;"Female";68;"United Kingdom";"Associate's and/or Bachelor's degree";"Never";"Poor";"No";"C_15_judge_9f0a7440c7713567c92e64901d9c8465"
"600";2023-05-23;"Male";58;"United Kingdom";"Associate's and/or Bachelor's degree";"Both diving and snorkeling";"Good";"No";"C_15_judge_1e106e27c853b0de4ddfe63526192bbf"
"601";2023-05-23;"Female";43;"Oman";"Master's degree";"Both diving and snorkeling";"Good";"No";"C_15_judge_9afca7f0b6eadb96b5aab9d0e6c6c765"
"602";2023-05-23;"Female";26;"Netherlands";"Master's degree";"Both diving and snorkeling";"Low";"No";"C_15_judge_52015a0e07a9cf048fefa0cfc5871f28"
"603";2023-05-23;"Female";40;"United Kingdom";"Associate's and/or Bachelor's degree";"Only snorkeling";"Average";"No";"C_15_judge_43d694f9f4f4b29ddbeb28467eb08ea3"
"604";2023-05-23;"Male";56;"Italy";"Master's degree";"Both diving and snorkeling";"Low";"Yes";"C_15_judge_e9cbc3f67ab220bd8063c56b7dab323b"
"605";2023-05-23;"Female";25;"United Kingdom";"Associate's and/or Bachelor's degree";"Both diving and snorkeling";"Good";"No";"C_15_judge_ca6609b5dc12e5241aecafdac5172a28"
"606";2023-05-23;"Other";27;"Mexico";"Master's degree";"Both diving and snorkeling";"Good";"No";"C_15_judge_c968e4e80d8a1dfb424e90a77a477220"
"607";2023-05-23;"Female";29;"Italy";"Doctoral or Professional degree";"Both diving and snorkeling";"Low";"No";"C_15_judge_2c3678b6d681a3765e05d250546818d8"
"608";2023-05-23;"Female";27;"United Kingdom";"Master's degree";"Both diving and snorkeling";"Good";"No";"C_15_judge_cd8f0e2a32c16cfda86ba20df68ebb21"
"609";2023-05-23;"Male";31;"United Kingdom";"Master's degree";"Both diving and snorkeling";"Good";"Yes";"C_15_judge_c0666da2a0ddfde110588ab17bdd1f29"
"610";2023-05-23;"Male";44;"Oman";"Master's degree";"Both diving and snorkeling";"Good";"No";"C_15_judge_502d0ab2cb617b89f2fa10d41df6d2a3"
"611";2023-05-23;"Male";47;"Seychelles";"Master's degree";"Both diving and snorkeling";"Excellent";"No";"C_15_judge_4a573c0deed142d1144949773466ad0a"
"612";2023-05-23;"Male";29;"Netherlands";"Master's degree";"Both diving and snorkeling";"Good";"No";"C_15_judge_f0fb92b3328ef2fabaac3092b270ca46"
"613";2023-05-23;"Male";56;"United Kingdom";"Associate's and/or Bachelor's degree";"Only snorkeling";"Poor";"No";"C_15_judge_6441983917f73ff51da2753a8e738230"
"614";2023-05-23;"Male";55;"Australia";"Associate's and/or Bachelor's degree";"Only snorkeling";"Average";"No";"C_15_judge_518a1fce2decc8ccece7597619871cb4"
"615";2023-05-23;"Female";58;"Italy";"Doctoral or Professional degree";"Both diving and snorkeling";"Good";"No";"C_15_judge_3c53d88bf277c0b9a1cc4a002f8e6e93"
"616";2023-05-23;"Male";39;"United Kingdom";"Associate's and/or Bachelor's degree";"Only snorkeling";"Poor";"No";"C_15_judge_db97e5e8750dc07d617772e25017eb15"
"617";2023-05-23;"Female";47;"Italy";"Doctoral or Professional degree";"Both diving and snorkeling";"Average";"No";"C_15_judge_fad88d1bf216794531444a4d2919ad26"
"618";2023-05-23;"Male";23;"Australia";"Associate's and/or Bachelor's degree";"Only snorkeling";"Good";"No";"C_15_judge_7aba3f4cebdb4ecea58504e9911f1e3a"
"619";2023-05-23;"Female";28;"United Kingdom";"Master's degree";"Both diving and snorkeling";"Excellent";"No";"C_15_judge_7c6c24c34bfd55640754af21b99913d2"
"620";2023-05-23;"Female";52;"United Kingdom";"Associate's and/or Bachelor's degree";"Both diving and snorkeling";"Good";"No";"C_15_judge_3c098ac8aaeccfc1c3b5d22abf7f4992"
"621";2023-05-23;"Female";35;"Norway";"Doctoral or Professional degree";"Both diving and snorkeling";"Excellent";"No";"C_15_judge_f5de5ceb7fad164ddea0c64187d23712"
"622";2023-05-23;"Male";28;"United Kingdom";"High school graduate";"Never";"Poor";"No";"C_15_judge_025a4eec8e9e401528420285c1520a72"
"623";2023-05-23;"Male";39;"Egypt";"Doctoral or Professional degree";"Both diving and snorkeling";"Excellent";"No";"C_15_judge_55906d6d85f5b0a5052fb16bec7fc8c8"
"624";2023-05-23;"Male";55;"United Kingdom";"High school graduate";"Only diving";"Low";"No";"C_15_judge_e8d4a949a133a4801700f04e204e456c"
"625";2023-05-23;"Female";31;"Switzerland";"Master's degree";"Both diving and snorkeling";"Good";"No";"C_15_judge_b3d5cfda59b03628ca667262ad08cc6a"
"626";2023-05-23;"Female";22;"France";"Associate's and/or Bachelor's degree";"Never";"Poor";"No";"C_15_judge_5526049cbc25cc09583d689e145f24f2"
"627";2023-05-23;"Female";30;"Finland";"Master's degree";"Both diving and snorkeling";"Excellent";"No";"C_15_judge_7a555606c47394af4a10e5ce54be453b"
"628";2023-05-23;"Female";64;"Italy";"Doctoral or Professional degree";"Only snorkeling";"Excellent";"No";"C_15_judge_ab1a1c3ee66da38dd3d83cca3a22fc09"
"629";2023-05-23;"Female";27;"United Kingdom";"Associate's and/or Bachelor's degree";"Only snorkeling";"Good";"No";"C_15_judge_a17a6e2bdceff7223fd4a93019320996"
"630";2023-05-23;"Male";77;"Switzerland";"Doctoral or Professional degree";"Only snorkeling";"Poor";"No";"C_15_judge_ae812a3b2033ba00ab610b5d83fdd277"
"631";2023-05-23;"Male";30;"Italy";"Master's degree";"Both diving and snorkeling";"Good";"No";"C_15_judge_ce867ca097eb2d6f50317832a8caf771"
"632";2023-05-23;"Female";25;"France";"Master's degree";"Both diving and snorkeling";"Good";"No";"C_15_judge_7c56da7431d497a09e49158a0cc3e3f9"
"633";2023-05-23;"Female";63;"France";"Associate's and/or Bachelor's degree";"Never";"Low";"No";"C_15_judge_c89f022b460cafb9d29ccdf33445bdf6"
"634";2023-05-23;"Female";23;"United Kingdom";"Master's degree";"Only snorkeling";"Poor";"No";"C_15_judge_4884db49d2953f1b864bf00a1e17ab8f"
"635";2023-05-23;"Female";54;"United Kingdom";"Associate's and/or Bachelor's degree";"Both diving and snorkeling";"Poor";"No";"C_15_judge_0b63d14c37fbf196ff0e7d599c3eedcb"
"636";2023-05-23;"Female";26;"United Kingdom";"Master's degree";"Both diving and snorkeling";"Good";"No";"C_15_judge_6834a5d80d366162c66ef23054adfd2e"
"637";2023-05-23;"Male";55;"United Kingdom";"Master's degree";"Only snorkeling";"Average";"No";"C_15_judge_1a239af94c8094d6fd8df0a6faede7f7"
"638";2023-05-23;"Female";25;"France";"Master's degree";"Only diving";"Average";"No";"C_15_judge_ae4fa1ef3171c07e844ed1bbbb4c632c"
"639";2023-05-23;"Female";54;"Netherlands";"Master's degree";"Both diving and snorkeling";"Average";"No";"C_15_judge_dc5e4a0af6e968b912447dea096bf6d8"
"640";2023-05-23;"Male";65;"Italy";"Doctoral or Professional degree";"Both diving and snorkeling";"Good";"No";"C_15_judge_09423d2e2d11912f8482f94f23efca14"
"641";2023-05-23;"Male";22;"France";"Associate's and/or Bachelor's degree";"Never";"Average";"No";"C_15_judge_60835fc78e6e49d81940fc31aaf275cc"
"642";2023-05-23;"Female";29;"Italy";"Doctoral or Professional degree";"Both diving and snorkeling";"Good";"No";"C_15_judge_99946d9b5e25a30cac29522f6eb294fc"
"643";2023-05-23;"Female";59;"Italy";"Doctoral or Professional degree";"Both diving and snorkeling";"Good";"No";"C_15_judge_d70e99fbd71a6274bb217fe9077f7e26"
"644";2023-05-23;"Female";25;"Italy";"Master's degree";"Both diving and snorkeling";"Average";"No";"C_15_judge_bbaac5a5fd01d1e7a673806cf3e43a0c"
"645";2023-05-23;"Male";52;"France";"Doctoral or Professional degree";"Only snorkeling";"Poor";"No";"C_15_judge_c39e6a76c0163d1b05694e32b0c0d2c9"
"646";2023-05-23;"Male";56;"Oman";"High school graduate";"Both diving and snorkeling";"Poor";"No";"C_15_judge_e349859f6e4f6345bddc2a92d89fd16f"
"647";2023-05-23;"Male";46;"Italy";"Doctoral or Professional degree";"Only snorkeling";"Low";"No";"C_15_judge_58ad85667e474c338fe524381a0d3283"
"648";2023-05-23;"Male";46;"United Kingdom";"Doctoral or Professional degree";"Both diving and snorkeling";"Excellent";"No";"C_15_judge_bd07ff0615d96adf3f1b6a12d5c0151f"
"649";2023-05-23;"Male";33;"United Kingdom";"Master's degree";"Both diving and snorkeling";"Excellent";"No";"C_15_judge_ddd4631b4202b7fc4cce05c106bd7783"
"650";2023-05-23;"Male";62;"Germany";"Master's degree";"Both diving and snorkeling";"Excellent";"No";"C_15_judge_32ebe57db1192900ead48059d0ca558a"
"651";2023-05-23;"Male";46;"United States";"Associate's and/or Bachelor's degree";"Only diving";"Low";"No";"C_15_judge_6674947ff4baa6557063f2a5f33dcdf3"
"652";2023-05-23;"Male";23;"Philippines";"Master's degree";"Both diving and snorkeling";"Excellent";"No";"C_15_judge_bb9132841f75e3d0df06f9174137f4a7"
"653";2023-05-23;"Male";27;"United Kingdom";"Master's degree";"Both diving and snorkeling";"Good";"No";"C_15_judge_b36dc71ff1e847196b62718ecfd3b406"
"654";2023-05-23;"Male";30;"United States";"Associate's and/or Bachelor's degree";"Only snorkeling";"Excellent";"No";"C_15_judge_2bb320972d17d2ea9a6131ef15d681d1"
